id,household_member_count,g_of_biscuit,unit_of_eggs,g_fruit/vege,g_of_rice,unit_of_canned,sachets_of_beverage,unit_of_instant,unit_of_bread,days_to_consume
6460,7,5707,383,49418,16899,152,231,152,238,33
6461,5,2733,169,21396,8663,74,95,55,84,19
6462,2,3546,230,30076,9920,90,140,95,142,70
6463,6,13232,868,112477,40018,340,528,344,542,88
6464,4,591,39,4956,1292,15,24,18,24,6
6465,6,2000,151,19476,7357,61,90,57,102,15
6466,5,745,47,6138,1975,17,30,21,30,6
6467,2,3003,196,25011,9450,82,114,71,110,57
6468,3,1041,83,11005,3037,32,51,37,60,17
6469,8,18128,1082,139881,47515,434,648,427,596,81
6470,9,4492,312,39784,14698,132,180,111,188,20
6471,7,15833,1069,138474,43604,432,637,436,660,91
6472,7,5655,393,51321,16325,155,238,162,258,34
6473,6,13475,869,110768,39989,359,510,324,500,85
6474,8,8627,517,66922,21184,205,312,214,286,39
6475,9,18672,1229,159230,54643,500,729,476,736,81
6476,2,558,51,6528,2355,23,28,17,34,14
6477,9,13750,1015,129666,43495,421,594,394,654,66
6478,4,8960,595,75600,27877,243,352,221,356,88
6479,4,6023,398,51371,18682,166,232,146,226,58
6480,3,7424,490,62642,20255,199,291,196,296,97
6481,6,4788,315,40072,13454,129,186,124,184,31
6482,2,309,28,3443,1944,12,16,7,20,8
6483,6,10616,679,87874,29819,271,408,270,402,68
6484,8,11034,753,96492,31552,305,448,299,468,56
6485,8,13506,827,108318,33683,323,504,347,482,63
6486,6,336,30,3835,1314,12,18,12,24,3
6487,1,193,20,2507,1093,8,12,7,16,12
6488,1,2130,145,18705,6159,58,87,59,92,87
6489,9,5489,329,42691,12035,131,198,142,180,22
6490,3,4228,264,34686,10302,102,162,115,158,54
6491,2,4611,295,38913,11762,113,182,127,186,91
6492,3,2826,188,24825,7169,71,117,83,124,39
6493,1,2135,129,17188,4101,50,79,60,76,79
6494,1,404,29,3483,1031,12,17,12,18,17
6495,8,14936,902,118306,36326,342,560,393,542,70
6496,7,16024,1109,139930,53814,465,644,393,666,92
6497,7,12965,790,101160,35206,307,483,317,464,69
6498,2,1740,137,17353,6959,59,78,46,88,39
6499,2,2734,161,21368,6421,63,98,69,90,49
6500,7,5590,379,48873,16849,155,224,148,230,32
6501,5,2798,173,22632,9440,68,105,63,102,21
6502,8,4519,285,36759,11890,117,168,114,160,21
6503,9,8879,511,65530,22340,205,306,202,270,34
6504,2,4290,261,33337,11690,107,154,99,142,77
6505,1,1537,86,11383,4205,33,53,34,44,53
6506,2,2720,177,22856,7065,71,106,73,102,53
6507,7,168,11,1417,694,4,7,4,8,1
6508,8,16607,1091,141475,50169,427,664,432,684,83
6509,6,1684,107,13622,3026,47,60,46,54,10
6510,8,110,14,1828,242,6,8,7,12,1
6511,8,8745,552,71021,22759,224,328,222,316,41
6512,6,6770,453,58783,16906,183,270,190,272,45
6513,8,2635,177,22193,9460,73,104,60,104,13
6514,2,3776,210,27024,9081,84,126,84,108,63
6515,4,9138,591,77524,22186,231,360,256,370,90
6516,6,1501,89,11523,4437,35,54,34,50,9
6517,2,1636,86,11173,4005,36,50,32,36,25
6518,5,8517,519,67324,21736,204,315,215,298,63
6519,7,10059,692,88628,28473,279,413,279,434,59
6520,1,1186,71,9532,3196,26,45,30,44,45
6521,3,6339,413,53484,17889,170,243,160,244,81
6522,1,424,38,4862,809,15,23,19,30,23
6523,6,8314,582,74597,26331,234,348,225,374,58
6524,7,16478,1055,137117,44476,418,637,431,634,91
6525,7,12677,849,109503,37760,352,497,324,506,71
6526,9,19778,1266,164977,51729,510,756,517,740,84
6527,2,4341,324,41438,14322,132,192,124,216,96
6528,1,972,55,7350,1945,21,34,25,30,34
6529,6,372,45,5514,1935,21,24,15,34,4
6530,3,564,27,3395,1303,12,15,9,8,5
6531,6,15198,899,116231,38793,365,534,354,488,89
6532,3,45,6,750,441,3,3,1,4,1
6533,8,14486,901,116820,37476,365,536,362,512,67
6534,9,12721,766,99432,35946,307,459,295,426,51
6535,1,1032,64,8677,1156,25,39,34,38,39
6536,4,7572,461,59766,17965,181,280,195,268,70
6537,6,5447,356,46362,14003,140,216,151,222,36
6538,5,11204,732,95725,26900,292,440,317,442,88
6539,8,7088,453,59082,17248,181,272,193,268,34
6540,7,10872,665,86190,27777,266,399,270,368,57
6541,1,813,49,6483,1210,19,30,24,30,30
6542,9,17492,1182,152021,52527,471,711,466,744,79
6543,7,4383,247,32014,11689,100,147,94,124,21
6544,4,2444,168,22008,7233,64,104,69,110,26
6545,4,6849,487,62905,21416,199,288,189,312,72
6546,6,14898,981,126727,41155,387,594,404,606,99
6547,4,9446,618,80410,24746,234,384,268,402,96
6548,5,2137,126,16160,6130,51,75,47,68,15
6549,2,4695,268,35313,11049,102,166,115,148,83
6550,3,6967,488,62816,23681,206,282,175,292,94
6551,7,8529,544,71146,20424,208,336,241,340,48
6552,4,1029,56,7195,2417,24,32,21,24,8
6553,3,425,32,4286,1273,11,21,15,26,7
6554,8,16544,1103,143582,48571,447,656,434,672,82
6555,2,4281,294,38134,12414,118,176,118,184,88
6556,6,7889,505,65674,20645,205,300,205,296,50
6557,2,1878,166,20937,7378,70,96,61,118,48
6558,1,686,61,7831,3268,25,36,21,46,36
6559,6,9499,640,83430,28821,250,390,259,406,65
6560,9,21919,1381,178109,60938,562,819,537,786,91
6561,4,4206,250,31809,10590,102,148,98,134,37
6562,4,2759,185,24166,7509,73,112,77,114,28
6563,8,4324,269,35256,10375,109,160,112,150,20
6564,9,16143,1068,135655,46040,438,630,412,632,70
6565,2,2342,184,23351,7790,78,106,69,120,53
6566,3,4141,260,33368,10726,104,156,106,154,52
6567,3,6534,411,52958,20509,165,246,152,242,82
6568,1,457,27,3234,1777,13,14,6,10,14
6569,2,2668,172,21486,9178,72,100,57,96,50
6570,2,2375,145,19087,6738,55,90,59,88,45
6571,2,4406,293,37735,12887,119,174,115,174,87
6572,2,3935,234,30314,11498,100,134,82,116,67
6573,3,50,4,518,0,1,3,3,4,1
6574,4,105,7,969,494,3,4,2,4,1
6575,1,1835,103,13057,4141,44,59,40,48,59
6576,2,4007,271,34810,12298,115,156,100,158,78
6577,1,2213,164,21111,6854,66,98,66,112,98
6578,1,2243,151,19412,5563,63,88,62,88,88
6579,6,12104,809,105952,32743,317,492,342,510,82
6580,7,1739,117,15281,4195,47,70,50,72,10
6581,2,2570,169,21879,8527,69,100,61,102,50
6582,6,11676,744,94525,32154,300,444,294,430,74
6583,6,12001,732,94923,33154,288,444,291,426,74
6584,7,15851,1031,134661,44173,408,623,419,634,89
6585,9,22679,1405,181983,61520,559,846,562,812,94
6586,1,527,42,5585,1566,16,26,19,32,26
6587,7,11165,758,99303,31845,289,469,321,504,67
6588,4,1530,100,12702,3889,40,60,41,60,15
6589,8,10292,702,90293,29005,286,416,281,428,52
6590,5,11066,724,93094,31527,289,435,289,440,87
6591,1,1652,112,14611,4447,44,68,47,70,68
6592,9,11251,802,103573,34426,316,486,326,540,54
6593,9,5186,367,46796,18479,151,216,130,226,24
6594,9,14894,1009,131233,43762,397,612,410,636,68
6595,4,3348,220,28576,9111,92,128,87,130,32
6596,8,17497,1071,137857,45740,431,640,427,606,80
6597,6,12256,752,96383,33320,302,450,294,422,75
6598,7,7990,500,65288,20320,192,308,212,306,44
6599,4,5160,348,44782,18094,140,208,125,216,52
6600,7,5460,363,47337,15736,139,224,153,236,32
6601,4,2249,149,18733,7403,61,88,53,88,22
6602,1,718,47,6183,1693,19,28,20,28,28
6603,2,3743,223,28773,9726,91,132,87,120,66
6604,5,3137,229,29379,8737,94,135,94,150,27
6605,2,4212,301,37988,15505,123,178,106,190,89
6606,6,1073,76,10028,1777,28,48,39,54,8
6607,5,6113,414,53468,17935,164,250,167,266,50
6608,8,17489,1167,151759,52730,455,712,466,748,89
6609,7,2733,189,24159,9102,77,112,70,116,16
6610,5,8094,547,69510,26230,222,325,202,332,65
6611,1,2504,145,18658,5571,55,90,64,82,90
6612,9,2826,206,26599,9641,80,126,81,142,14
6613,5,1664,135,17614,6842,55,80,49,96,16
6614,6,3220,194,24673,8103,80,114,76,100,19
6615,1,2453,158,20404,6707,60,98,67,102,98
6616,8,20223,1278,163810,53089,518,760,512,740,95
6617,1,1524,97,12664,3837,40,57,39,54,57
6618,6,7941,496,64140,18563,196,300,214,288,50
6619,6,12869,788,101630,35939,326,462,298,424,77
6620,5,1075,99,12512,3774,44,55,37,68,11
6621,9,7534,438,57627,14568,159,279,210,270,31
6622,7,8246,556,71477,24301,227,329,216,340,47
6623,6,12846,785,102124,28055,305,480,350,466,80
6624,4,518,24,3263,642,8,16,13,12,4
6625,3,5101,337,43989,14163,133,204,138,210,68
6626,5,13193,820,105883,32714,325,495,343,476,99
6627,3,4930,355,46133,16440,145,210,135,228,70
6628,1,1721,112,14278,5171,47,65,41,64,65
6629,9,3959,305,38566,13528,134,171,108,190,19
6630,9,14245,901,115888,40749,352,549,359,542,61
6631,9,13766,881,114033,39959,359,522,337,514,58
6632,1,1147,73,9461,4437,29,44,24,44,44
6633,2,645,49,6188,1608,21,28,20,32,14
6634,9,14194,930,120344,40286,372,558,371,562,62
6635,9,17791,1235,158349,50842,506,729,493,760,81
6636,2,1223,120,15021,4267,52,68,47,86,34
6637,9,19880,1236,159778,53530,489,747,500,722,83
6638,7,13466,853,111252,35260,335,518,355,510,74
6639,5,4714,315,40852,15787,125,190,117,196,38
6640,8,16471,1016,131382,45213,416,600,392,556,75
6641,7,2920,231,29987,10787,91,140,90,162,20
6642,1,1721,104,13438,5089,41,63,40,58,63
6643,4,2331,175,22481,8081,71,104,67,116,26
6644,1,1676,102,12954,4123,41,61,41,58,61
6645,9,17410,1169,150822,52669,476,693,450,704,77
6646,3,5388,319,40654,14017,130,189,123,168,63
6647,6,8496,549,71387,22751,213,336,231,346,56
6648,8,5999,372,48442,15442,148,224,153,216,28
6649,2,4271,234,29848,11470,90,144,91,120,72
6650,3,7913,478,60949,22809,196,282,177,258,94
6651,1,464,29,3857,1324,11,18,12,18,18
6652,2,1675,103,13044,4552,45,58,36,52,29
6653,4,8433,549,70701,23146,221,328,220,324,82
6654,3,916,51,6708,2585,18,33,21,30,11
6655,6,15860,975,125330,43107,399,576,377,532,96
6656,6,14174,919,119458,38350,361,558,380,564,93
6657,3,6378,413,53699,18141,158,255,171,264,85
6658,8,15693,1006,128865,47848,422,584,363,558,73
6659,6,10820,713,91703,30981,287,426,282,432,71
6660,2,151,9,1187,189,3,6,5,6,3
6661,8,4589,311,40392,12080,119,192,135,204,24
6662,5,9552,572,73718,23076,227,345,238,316,69
6663,2,2826,199,25685,8473,77,122,83,136,61
6664,2,2482,191,24947,8054,77,114,78,130,57
6665,9,21421,1411,183731,57141,556,855,588,876,95
6666,6,6624,463,59280,22238,187,276,174,296,46
6667,1,0,6,738,0,3,3,3,6,3
6668,2,2237,163,20349,6697,73,90,58,94,45
6669,9,17777,1145,148103,50155,452,693,460,692,77
6670,8,5015,318,40337,14416,126,192,124,188,24
6671,8,13736,914,117040,37652,378,536,360,540,67
6672,7,15679,1002,129976,43928,400,602,399,594,86
6673,4,7386,493,63844,20362,197,296,202,306,74
6674,3,6069,356,45734,14458,143,213,145,192,71
6675,4,2633,169,22026,6610,69,100,69,98,25
6676,8,14454,950,122313,39795,382,568,381,574,71
6677,7,7758,500,64171,20649,199,301,205,300,43
6678,3,7360,461,59740,20215,191,270,176,254,90
6679,3,3061,214,27134,8821,91,123,82,128,41
6680,3,7431,498,63368,24018,207,291,178,294,97
6681,5,11272,722,93656,31206,287,435,291,434,87
6682,3,1716,116,15041,4954,44,72,49,78,24
6683,8,216,14,1767,210,6,8,7,8,1
6684,2,718,48,6283,2406,20,28,17,28,14
6685,9,19271,1234,159571,54070,496,738,492,732,82
6686,9,20868,1384,177634,61622,565,819,535,826,91
6687,1,623,39,5159,1062,15,24,19,24,24
6688,5,11898,749,97267,31338,294,455,309,444,91
6689,8,3284,233,29682,9366,97,136,93,146,17
6690,5,193,17,2059,1083,7,10,5,12,2
6691,4,4416,308,39677,12729,124,184,124,196,46
6692,3,876,53,7101,1766,20,33,25,32,11
6693,4,11042,656,85831,27759,260,396,269,366,99
6694,2,834,46,5877,2114,18,28,18,24,14
6695,6,13033,857,109971,34847,341,516,352,530,86
6696,3,2594,194,25072,6256,77,117,87,134,39
6697,8,17657,1054,135280,40922,414,640,447,598,80
6698,6,10990,702,92251,26197,282,420,299,412,70
6699,7,10168,678,88346,29099,265,413,278,422,59
6700,8,15063,954,124436,39578,378,576,395,566,72
6701,3,445,23,3169,652,8,15,12,14,5
6702,8,16776,1134,148155,49372,446,688,460,722,86
6703,6,685,52,6620,2597,22,30,18,34,5
6704,8,18780,1175,151867,46781,479,696,478,662,87
6705,3,3301,232,28827,10409,97,135,86,140,45
6706,3,5761,324,41816,14497,129,195,128,166,65
6707,3,4625,343,44299,15905,136,207,134,232,69
6708,9,18566,1231,156786,57431,511,720,455,724,80
6709,8,14322,988,127909,43055,396,592,393,624,74
6710,7,993,60,7818,2061,25,35,25,32,5
6711,5,3427,189,24787,7998,74,115,78,100,23
6712,8,3643,233,30051,9493,97,136,92,130,17
6713,1,1591,125,15699,5698,53,72,45,84,72
6714,4,5872,417,53603,17064,177,240,160,250,60
6715,7,12629,844,107911,41115,347,497,306,508,71
6716,2,5036,302,39760,12584,116,186,128,178,93
6717,1,620,32,4149,1577,13,19,12,14,19
6718,6,3093,204,26919,8872,78,126,86,130,21
6719,1,50,2,288,0,1,1,1,0,1
6720,2,4622,282,36893,10752,112,170,121,160,85
6721,4,10399,640,82397,25985,256,384,261,362,96
6722,4,1847,132,16851,6190,56,76,48,82,19
6723,4,3978,272,35317,11762,112,160,107,164,40
6724,2,807,32,4249,1536,12,20,13,8,10
6725,3,692,63,7919,3186,24,39,24,52,13
6726,6,2275,166,21747,6505,64,102,72,116,17
6727,7,12221,877,111803,34463,366,511,349,544,73
6728,9,1175,76,9720,2659,31,45,33,44,5
6729,1,2088,156,19674,7798,66,90,54,96,90
6730,5,9075,569,72879,19594,229,340,246,326,68
6731,1,48,6,871,0,2,4,4,6,4
6732,1,1514,105,13437,4226,43,62,42,66,62
6733,7,3637,210,27957,8587,77,133,94,124,19
6734,2,938,92,11294,4560,38,54,32,70,27
6735,4,8713,633,81257,29033,257,376,241,410,94
6736,4,7517,479,63318,21046,183,296,199,300,74
6737,6,12873,846,109298,36056,336,510,342,520,85
6738,7,14525,931,120222,40171,385,546,360,530,78
6739,5,6702,457,59040,18513,177,280,191,294,56
6740,3,1187,67,8549,3026,28,39,25,32,13
6741,4,9781,585,75979,25416,229,356,237,332,89
6742,3,5572,336,44224,12362,129,207,150,198,69
6743,6,4145,279,36165,12121,117,162,107,162,27
6744,2,1695,93,12007,3827,37,56,38,44,28
6745,7,2335,157,20370,6950,66,91,60,90,13
6746,5,10505,655,85456,31194,265,390,249,372,78
6747,3,6799,411,52596,17590,165,246,164,228,82
6748,4,9129,519,66833,22810,207,312,207,268,78
6749,5,2994,173,22350,8073,68,105,67,94,21
6750,9,20100,1281,166852,55287,516,765,513,748,85
6751,1,0,2,187,179,1,1,0,2,1
6752,8,4098,267,34415,11656,107,160,106,164,20
6753,5,8306,533,68640,22717,208,325,220,326,65
6754,8,12288,824,106478,38180,328,496,320,516,62
6755,6,1166,79,10244,3406,31,48,32,52,8
6756,4,622,44,5729,2050,16,28,18,32,7
6757,8,18788,1178,151956,52468,474,704,459,670,88
6758,5,6312,394,50382,18258,159,235,151,226,47
6759,7,10259,681,88448,29444,275,406,271,414,58
6760,2,4119,292,38228,13204,118,174,114,188,87
6761,7,18329,1124,144311,50116,452,672,439,630,96
6762,6,3577,250,32118,12123,100,150,94,160,25
6763,1,201,17,2175,441,7,10,8,12,10
6764,7,18000,1148,148501,50102,462,686,457,670,98
6765,8,6626,435,55914,17200,171,264,182,272,33
6766,4,365,21,2669,1114,9,12,7,10,3
6767,9,15256,1034,132299,47914,422,612,389,634,68
6768,6,6307,354,45400,14832,144,210,141,174,35
6769,9,21236,1253,161134,56457,497,756,491,686,84
6770,3,1453,105,13486,5529,42,63,38,70,21
6771,4,1255,98,13017,4886,38,60,38,72,15
6772,5,143,7,1026,484,2,5,3,4,1
6773,2,4405,300,38490,12709,114,186,126,202,93
6774,6,12075,731,94166,33342,293,438,285,412,73
6775,6,6756,475,61354,21090,193,282,184,302,47
6776,7,14474,954,122676,39138,380,574,390,592,82
6777,9,17871,1119,144302,51266,444,675,438,664,75
6778,3,1993,128,16610,6151,50,78,49,78,26
6779,3,3377,216,27816,8391,87,129,90,128,43
6780,7,16035,1106,142338,49882,441,665,434,708,95
6781,3,7024,493,64596,18506,196,297,211,322,99
6782,9,4625,291,37272,11902,120,171,115,164,19
6783,6,9640,615,78691,29750,249,366,228,358,61
6784,6,12973,907,117229,34563,373,534,375,562,89
6785,6,4879,293,38791,12069,113,180,124,170,30
6786,8,5939,378,50887,14179,146,232,167,230,29
6787,1,1472,117,14820,4772,46,71,48,84,71
6788,1,1403,104,13253,4394,43,61,41,68,61
6789,1,2912,154,19183,6055,61,93,64,74,93
6790,5,352,26,3168,1672,11,15,7,16,3
6791,6,6196,413,51998,21966,173,240,138,238,40
6792,8,8109,584,75443,26966,240,344,220,370,43
6793,6,12185,816,105020,35782,324,492,324,512,82
6794,6,7583,483,62382,22454,189,294,189,292,49
6795,9,6005,394,52114,16335,151,243,168,252,27
6796,7,11864,791,101154,34414,322,469,308,472,67
6797,9,20694,1362,175691,61146,534,828,547,856,92
6798,6,12207,820,105913,34731,328,492,330,510,82
6799,4,1177,88,11113,4679,36,52,30,58,13
6800,4,8666,546,69857,25279,218,328,209,324,82
6801,8,10516,696,88111,31010,288,408,262,410,51
6802,4,5150,341,44510,15590,129,212,140,226,53
6803,6,11837,773,101004,30145,305,468,329,478,78
6804,7,13555,862,111037,39943,344,518,334,508,74
6805,4,9805,598,77192,25528,238,360,242,338,90
6806,6,10686,719,92546,31001,293,426,281,434,71
6807,5,4707,282,36318,10744,117,165,115,144,33
6808,9,17006,1107,142539,47732,450,657,436,656,73
6809,1,53,4,463,0,2,2,2,2,2
6810,1,479,21,2880,1419,8,13,7,8,13
6811,2,3862,258,33228,12771,106,152,93,152,76
6812,9,15590,1002,130091,43472,390,612,411,614,68
6813,2,3623,232,30822,8968,88,144,103,148,72
6814,4,4420,286,37181,11911,114,172,116,170,43
6815,1,1749,117,14896,4479,50,67,46,66,67
6816,5,11317,689,89156,31081,274,415,272,390,83
6817,1,1705,146,19127,5918,62,84,57,100,84
6818,9,17460,1116,144135,51289,441,675,438,670,75
6819,8,20667,1305,168242,61359,521,784,500,770,98
6820,7,12691,856,111459,37242,338,518,348,538,74
6821,6,7475,483,62685,23083,189,294,188,300,49
6822,6,12340,803,103387,34136,323,480,322,480,80
6823,3,5854,374,49188,17154,149,225,148,222,75
6824,4,11478,646,83697,26920,254,392,267,332,98
6825,1,2057,131,17102,5245,52,79,54,78,79
6826,9,16638,1056,135892,44771,417,639,428,630,71
6827,4,9283,612,80029,25457,236,376,258,388,94
6828,2,3754,243,31423,9692,97,146,101,144,73
6829,6,2504,189,24151,10322,81,108,61,120,18
6830,7,2967,168,21508,7170,70,98,64,82,14
6831,3,5532,372,47714,16959,147,225,146,236,75
6832,5,1223,96,12311,3784,41,55,37,64,11
6833,4,5129,366,46191,17145,154,212,132,226,53
6834,2,342,31,4084,1587,13,18,11,22,9
6835,9,21111,1312,170609,51976,511,801,558,784,89
6836,4,6971,444,57564,19212,176,268,179,268,67
6837,8,4849,261,34112,12185,101,160,103,132,20
6838,2,2666,164,21454,6715,66,98,68,90,49
6839,9,1454,85,11390,2850,31,54,41,50,6
6840,1,397,29,3647,2419,12,17,6,18,17
6841,8,12105,745,95963,31690,305,440,292,416,55
6842,5,6559,445,57112,19316,180,265,175,272,53
6843,6,9932,641,83124,25292,251,390,272,392,65
6844,3,5832,345,44573,14864,135,210,141,196,70
6845,4,973,54,7028,2323,22,32,21,26,8
6846,1,1692,97,12429,2797,40,57,44,48,57
6847,9,21161,1364,175772,57056,554,810,542,798,90
6848,7,16511,957,124481,44143,376,581,377,526,83
6849,8,14146,901,115684,42075,365,536,340,522,67
6850,2,2772,188,24254,7654,70,118,82,128,59
6851,5,7679,449,58860,18069,174,275,192,250,55
6852,6,5637,366,47464,14117,144,222,157,226,37
6853,8,1724,125,16560,5740,45,80,53,90,10
6854,5,9995,604,78492,25388,239,365,247,340,73
6855,2,801,57,7426,2355,23,34,23,38,17
6856,8,13835,916,117093,43536,372,544,341,548,68
6857,7,7510,469,60257,19605,189,280,188,270,40
6858,5,211,17,2278,1167,7,10,5,12,2
6859,5,10359,682,86910,28798,277,405,268,412,81
6860,4,10393,652,83807,29005,264,388,251,374,97
6861,3,6052,407,52083,17113,170,237,159,242,79
6862,5,4116,275,35140,12276,115,160,102,160,32
6863,3,1502,125,15974,7019,50,75,43,92,25
6864,2,1039,67,8415,2039,27,40,30,40,20
6865,8,1360,90,11577,3427,34,56,40,58,7
6866,4,7586,445,58138,18006,169,276,191,260,69
6867,6,12234,830,106063,37923,350,480,305,484,80
6868,2,758,50,6073,2765,22,28,15,26,14
6869,4,5197,339,43502,14139,139,200,135,196,50
6870,1,1390,114,14565,5045,47,67,43,80,67
6871,2,1676,110,14509,4122,48,62,43,58,31
6872,7,16372,1079,139084,42618,442,637,439,644,91
6873,4,3417,224,29340,8515,88,136,97,140,34
6874,9,8913,572,74131,24061,230,342,231,340,38
6875,3,2191,132,17244,5004,51,81,58,76,27
6876,3,7345,463,60323,20088,184,279,187,276,93
6877,3,3145,208,26264,11543,88,120,66,114,40
6878,8,16962,1025,132470,42835,409,616,418,568,77
6879,6,12368,792,102215,33789,324,468,311,460,78
6880,2,98,6,842,189,2,4,3,4,2
6881,2,4300,285,37001,12824,111,174,114,180,87
6882,3,2371,168,22025,7105,66,102,70,112,34
6883,4,8434,600,78361,26805,240,360,239,394,90
6884,3,3835,242,31337,10650,98,144,95,140,48
6885,4,7836,501,65051,20394,193,308,212,312,77
6886,8,3863,251,32145,11428,99,152,99,154,19
6887,4,2531,154,20295,5405,62,92,67,84,23
6888,4,975,54,6873,2776,22,32,19,26,8
6889,4,6616,459,59667,18630,183,276,190,298,69
6890,2,2788,167,21664,7012,67,100,68,94,50
6891,2,191,13,1658,914,5,8,4,8,4
6892,8,1339,99,12550,5511,43,56,31,60,7
6893,3,2940,209,26496,8736,83,126,83,138,42
6894,1,749,59,7522,2566,26,33,21,36,33
6895,3,4658,312,40453,14842,120,192,123,204,64
6896,4,9074,553,72353,24221,217,336,226,320,84
6897,8,4056,266,34533,13338,106,160,99,162,20
6898,8,15680,1041,134947,42054,417,624,431,634,78
6899,1,2222,143,18466,6654,57,86,56,86,86
6900,3,3654,253,32788,9935,97,156,110,172,52
6901,3,2574,152,19944,6519,59,93,63,84,31
6902,5,3635,208,26808,9027,83,125,83,110,25
6903,7,8147,528,67884,25506,213,315,197,316,45
6904,6,644,28,3901,1145,10,18,13,10,3
6905,5,2200,117,16048,3185,42,75,60,66,15
6906,7,15503,992,127298,40589,404,588,400,578,84
6907,2,1773,115,14812,4176,45,70,50,70,35
6908,2,251,14,1754,410,6,8,6,6,4
6909,6,3734,278,35125,14042,116,162,97,178,27
6910,1,745,49,6234,2186,20,29,19,28,29
6911,8,16706,1123,146718,47652,451,672,453,702,84
6912,6,11831,801,102972,37384,327,474,303,490,79
6913,5,8593,582,74842,23076,242,340,234,350,68
6914,2,166,14,1727,683,6,8,5,10,4
6915,1,1935,148,19452,5499,59,89,64,102,89
6916,5,5400,317,40455,13824,127,190,126,174,38
6917,5,9371,567,73618,23790,227,340,230,316,68
6918,3,1086,77,9765,5024,32,45,22,48,15
6919,6,293,22,2878,1608,10,12,5,12,2
6920,5,1367,112,15097,5098,42,70,47,88,14
6921,7,17970,1083,139292,49552,439,644,412,588,92
6922,9,17997,1178,152101,49541,476,702,471,708,78
6923,9,18305,1116,146775,43109,432,684,485,656,76
6924,9,7296,451,58414,20532,172,279,185,276,31
6925,6,5023,315,40591,15508,123,192,120,186,32
6926,2,4358,295,38133,13887,121,174,109,178,87
6927,4,9578,642,84443,25545,254,388,270,400,97
